Données Plateforme PICASSO du 31/12/2025
Heure de début;Heure de fin;Besoin en aFRR hausse exprimé par RTE (en MW);Besoin en aFRR baisse exprimé par RTE (en MW);Volume d'aFRR à la hausse activé pour la France (en MW);Volume d'aFRR à la baisse activé pour la France (en MW);Prix Moyen Pondéré d'aFRR activée à la hausse pour la France (en Euros/MWh);Prix Moyen Pondéré d'aFRR activée à la baisse pour la France (en Euros/MWh);Volume d'aFRR à la hausse activé en France (en MW);Volume d'aFRR à la baisse activé en France (en MW)
04/01/2025 09:15;04/01/2025 09:30;0;344;0;144;6.54;111.91;0;144
04/01/2025 09:30;04/01/2025 09:45;0;560;0;109;6.54;118.63;0;109
04/01/2025 09:45;04/01/2025 10:00;78;120;9;75;25.39;106.64;9;75
04/01/2025 10:00;04/01/2025 10:15;1;402;1;19;11.26;131.50;1;19
04/01/2025 10:15;04/01/2025 10:30;0;504;1;63;5.77;98.98;1;63
04/01/2025 10:30;04/01/2025 10:45;0;554;0;415;6.52;92.55;0;415
04/01/2025 10:45;04/01/2025 11:00;0;535;0;457;26.66;108.02;0;457
04/01/2025 11:00;04/01/2025 11:15;0;436;0;405;6.41;108.08;0;405
04/01/2025 11:15;04/01/2025 11:30;0;369;0;195;6.41;114.54;0;195
04/01/2025 11:30;04/01/2025 11:45;0;482;0;361;6.41;96.41;0;361
04/01/2025 11:45;04/01/2025 12:00;0;280;2;85;12.69;98.08;2;85
04/01/2025 12:00;04/01/2025 12:15;0;336;6;48;32.65;101.91;6;48
04/01/2025 12:15;04/01/2025 12:30;0;343;0;29;0.00;121.15;0;29
04/01/2025 12:30;04/01/2025 12:45;7;413;0;65;6.50;118.72;0;65
04/01/2025 12:45;04/01/2025 13:00;0;1089;0;288;45.55;111.75;0;288
04/01/2025 13:00;04/01/2025 13:15;126;76;57;103;77.28;91.38;57;103
04/01/2025 13:15;04/01/2025 13:30;0;836;0;202;0.00;97.44;0;202
04/01/2025 13:30;04/01/2025 13:45;0;1180;0;230;6.49;95.34;0;230
04/01/2025 13:45;04/01/2025 14:00;0;1472;0;217;45.55;96.84;0;217
04/01/2025 14:00;04/01/2025 14:15;555;34;150;169;96.44;85.65;150;169
04/01/2025 14:15;04/01/2025 14:30;149;152;116;6;97.57;143.70;116;6
04/01/2025 14:30;04/01/2025 14:45;35;88;20;8;47.44;139.96;20;8
04/01/2025 14:45;04/01/2025 15:00;0;805;0;584;0.00;9.89;0;584
04/01/2025 15:00;04/01/2025 15:15;572;25;366;161;662.23;81.95;366;161
04/01/2025 15:15;04/01/2025 15:30;582;0;480;0;122.00;133.30;480;0
04/01/2025 15:30;04/01/2025 15:45;759;0;547;0;118.41;133.30;547;0
04/01/2025 15:45;04/01/2025 16:00;460;0;481;0;117.68;133.30;481;0
04/01/2025 16:00;04/01/2025 16:15;147;56;58;20;81.43;133.30;58;20
04/01/2025 16:15;04/01/2025 16:30;4;113;0;46;45.52;133.30;0;46
04/01/2025 16:30;04/01/2025 16:45;0;219;0;56;6.68;133.30;0;56
04/01/2025 16:45;04/01/2025 17:00;0;350;0;93;6.68;130.19;0;93
04/01/2025 17:00;04/01/2025 17:15;0;1549;0;585;6.84;111.31;0;585
04/01/2025 17:15;04/01/2025 17:30;0;1253;0;1002;6.84;57.75;0;1002
04/01/2025 17:30;04/01/2025 17:45;0;1027;0;661;6.84;111.51;0;661
04/01/2025 17:45;04/01/2025 18:00;0;1160;0;857;6.84;105.30;0;857
04/01/2025 18:00;04/01/2025 18:15;0;1038;0;531;7.25;113.91;0;531
04/01/2025 18:15;04/01/2025 18:30;0;1020;0;403;7.25;112.34;0;403
04/01/2025 18:30;04/01/2025 18:45;0;1418;0;926;7.25;102.31;0;926
04/01/2025 18:45;04/01/2025 19:00;0;719;0;406;7.25;113.79;0;406
04/01/2025 19:00;04/01/2025 19:15;99;22;85;8;109.78;0.00;85;8
04/01/2025 19:15;04/01/2025 19:30;0;217;8;34;49.33;133.81;8;34
04/01/2025 19:30;04/01/2025 19:45;0;321;0;63;45.61;134.91;0;63
04/01/2025 19:45;04/01/2025 20:00;0;739;0;134;7.06;110.78;0;134
04/01/2025 20:00;04/01/2025 20:15;644;2;525;0;318.28;141.70;525;0
04/01/2025 20:15;04/01/2025 20:30;104;61;134;0;98.19;141.70;134;0
04/01/2025 20:30;04/01/2025 20:45;0;260;0;25;0.00;140.22;0;25
04/01/2025 20:45;04/01/2025 21:00;0;645;0;176;45.61;119.04;0;176
04/01/2025 21:00;04/01/2025 21:15;746;16;249;27;112.34;40.49;249;27
04/01/2025 21:15;04/01/2025 21:30;714;0;268;0;105.73;138.50;268;0
04/01/2025 21:30;04/01/2025 21:45;591;0;255;0;109.95;60.08;255;0
04/01/2025 21:45;04/01/2025 22:00;14;655;14;200;7.82;75.04;14;200
04/01/2025 22:00;04/01/2025 22:15;3;158;1;23;12.60;35.04;1;23
04/01/2025 22:15;04/01/2025 22:30;0;397;0;132;42.29;115.18;0;132
04/01/2025 22:30;04/01/2025 22:45;416;60;182;19;116.48;122.49;182;19
04/01/2025 22:45;04/01/2025 23:00;556;0;306;0;103.23;133.30;306;0
04/01/2025 23:00;04/01/2025 23:15;916;0;484;0;903.50;133.30;484;0
04/01/2025 23:15;04/01/2025 23:30;571;0;512;0;131.72;116.70;512;0
04/01/2025 23:30;04/01/2025 23:45;857;0;652;0;479.06;136.00;652;0
04/01/2025 23:45;05/01/2025 00:00;1;877;36;338;0.00;42.27;36;338
05/01/2025 00:00;05/01/2025 00:15;951;23;175;7;57.01;85.82;175;7
05/01/2025 00:15;05/01/2025 00:30;690;7;347;0;61.03;141.00;347;0
05/01/2025 00:30;05/01/2025 00:45;0;526;1;326;0.00;81.21;1;326
05/01/2025 00:45;05/01/2025 01:00;0;869;0;753;38.32;8.84;0;753
05/01/2025 01:00;05/01/2025 01:15;429;4;299;1;70.49;37.43;299;1
05/01/2025 01:15;05/01/2025 01:30;13;219;84;111;35.48;65.17;84;111
05/01/2025 01:30;05/01/2025 01:45;108;16;65;68;38.33;86.00;65;68
05/01/2025 01:45;05/01/2025 02:00;11;173;10;70;28.50;81.24;10;70
05/01/2025 02:00;05/01/2025 02:15;43;92;9;91;29.04;74.30;9;91
05/01/2025 02:15;05/01/2025 02:30;0;1006;0;639;29.78;-95.67;0;639
05/01/2025 02:30;05/01/2025 02:45;0;617;0;606;29.78;-36.21;0;606
05/01/2025 02:45;05/01/2025 03:00;0;1165;0;732;29.70;-122.25;0;732
05/01/2025 03:00;05/01/2025 03:15;782;65;449;30;767.97;20.74;449;30
05/01/2025 03:15;05/01/2025 03:30;479;0;547;0;101.81;135.70;547;0
05/01/2025 03:30;05/01/2025 03:45;101;16;55;0;29.70;132.40;55;0
05/01/2025 03:45;05/01/2025 04:00;75;13;9;2;28.03;60.00;9;2
05/01/2025 04:00;05/01/2025 04:15;930;0;438;0;510.34;24.41;438;0
05/01/2025 04:15;05/01/2025 04:30;1020;0;628;0;406.86;60.00;628;0
05/01/2025 04:30;05/01/2025 04:45;734;0;543;0;316.85;60.00;543;0
05/01/2025 04:45;05/01/2025 05:00;703;0;608;0;262.67;60.00;608;0
05/01/2025 05:00;05/01/2025 05:15;581;0;505;0;31.96;60.00;505;0
05/01/2025 05:15;05/01/2025 05:30;128;31;198;0;26.24;26.26;198;0
05/01/2025 05:30;05/01/2025 05:45;1;235;0;123;5.00;26.26;0;123
05/01/2025 05:45;05/01/2025 06:00;0;565;0;342;26.26;26.26;0;342
05/01/2025 06:00;05/01/2025 06:15;4;222;0;228;5.00;26.26;0;228
05/01/2025 06:15;05/01/2025 06:30;0;428;0;331;5.00;26.26;0;331
05/01/2025 06:30;05/01/2025 06:45;0;693;0;508;5.00;6.72;0;508
05/01/2025 06:45;05/01/2025 07:00;0;479;0;467;5.00;17.83;0;467
05/01/2025 07:00;05/01/2025 07:15;0;692;0;514;5.00;-12.95;0;514
05/01/2025 07:15;05/01/2025 07:30;0;792;0;526;5.00;-41.60;0;526
05/01/2025 07:30;05/01/2025 07:45;0;615;0;573;5.00;-16.34;0;573
05/01/2025 07:45;05/01/2025 08:00;0;372;0;411;0.00;23.76;0;411
05/01/2025 08:00;05/01/2025 08:15;0;224;0;168;0.00;24.70;0;168
05/01/2025 08:15;05/01/2025 08:30;2;193;0;110;0.00;25.25;0;110
05/01/2025 08:30;05/01/2025 08:45;35;92;0;84;0.00;52.57;0;84
05/01/2025 08:45;05/01/2025 09:00;438;0;59;0;26.06;55.64;59;0
05/01/2025 09:00;05/01/2025 09:15;533;0;138;0;26.31;60.00;138;0
05/01/2025 09:15;05/01/2025 09:30;634;0;359;0;26.31;60.00;359;0
05/01/2025 09:30;05/01/2025 09:45;905;0;600;0;111.53;68.55;600;0
05/01/2025 09:45;05/01/2025 10:00;1128;0;776;0;699.58;68.55;776;0
05/01/2025 10:00;05/01/2025 10:15;848;0;793;0;131.60;135.60;793;0
05/01/2025 10:15;05/01/2025 10:30;718;0;606;0;194.65;135.60;606;0
05/01/2025 10:30;05/01/2025 10:45;198;3;36;1;26.23;120.05;36;1
05/01/2025 10:45;05/01/2025 11:00;15;98;0;57;11.51;82.04;0;57
05/01/2025 11:00;05/01/2025 11:15;329;1;127;14;25.25;111.68;127;14
05/01/2025 11:15;05/01/2025 11:30;213;0;72;0;25.25;135.60;72;0
05/01/2025 11:30;05/01/2025 11:45;102;21;3;12;23.10;133.31;3;12
05/01/2025 11:45;05/01/2025 12:00;134;10;21;0;25.10;87.83;21;0
05/01/2025 12:00;05/01/2025 12:15;89;19;75;0;25.25;135.60;75;0
05/01/2025 12:15;05/01/2025 12:30;28;155;15;13;23.74;86.40;15;13
05/01/2025 12:30;05/01/2025 12:45;338;4;221;16;25.25;73.45;221;16
05/01/2025 12:45;05/01/2025 13:00;19;228;75;98;24.51;34.95;75;98
05/01/2025 13:00;05/01/2025 13:15;49;127;17;97;24.13;59.33;17;97
05/01/2025 13:15;05/01/2025 13:30;0;1045;0;314;24.71;28.85;0;314
05/01/2025 13:30;05/01/2025 13:45;0;1277;0;616;5.00;22.86;0;616
05/01/2025 13:45;05/01/2025 14:00;0;1157;0;436;24.71;22.86;0;436
05/01/2025 14:00;05/01/2025 14:15;26;295;12;124;24.71;22.89;12;124
05/01/2025 14:15;05/01/2025 14:30;0;356;2;179;19.19;21.68;2;179
05/01/2025 14:30;05/01/2025 14:45;0;573;0;434;5.00;20.74;0;434
05/01/2025 14:45;05/01/2025 15:00;0;442;0;340;23.45;22.39;0;340
05/01/2025 15:00;05/01/2025 15:15;140;112;51;76;20.54;19.96;51;76
05/01/2025 15:15;05/01/2025 15:30;453;0;322;0;19.43;35.70;322;0
05/01/2025 15:30;05/01/2025 15:45;187;4;141;0;19.43;35.70;141;0
05/01/2025 15:45;05/01/2025 16:00;126;10;20;2;19.07;23.58;20;2
05/01/2025 16:00;05/01/2025 16:15;0;597;0;470;19.43;20.47;0;470
05/01/2025 16:15;05/01/2025 16:30;0;399;0;445;19.97;19.97;0;445
05/01/2025 16:30;05/01/2025 16:45;0;637;0;451;5.00;19.98;0;451
05/01/2025 16:45;05/01/2025 17:00;0;807;0;753;5.00;19.97;0;753
05/01/2025 17:00;05/01/2025 17:15;15;185;1;166;19.96;49.15;1;166
05/01/2025 17:15;05/01/2025 17:30;650;1;257;0;19.81;135.60;257;0
05/01/2025 17:30;05/01/2025 17:45;1031;0;450;0;19.81;135.60;450;0
05/01/2025 17:45;05/01/2025 18:00;1249;0;392;0;21.49;135.60;392;0
05/01/2025 18:00;05/01/2025 18:15;164;95;45;34;20.24;117.18;45;34
05/01/2025 18:15;05/01/2025 18:30;79;117;18;187;21.50;60.53;18;187
05/01/2025 18:30;05/01/2025 18:45;26;249;34;137;20.45;76.67;34;137
05/01/2025 18:45;05/01/2025 19:00;112;33;18;70;21.50;118.42;18;70
05/01/2025 19:00;05/01/2025 19:15;284;0;6;1;18.51;112.87;6;1
05/01/2025 19:15;05/01/2025 19:30;85;34;0;11;0.20;129.14;0;11
05/01/2025 19:30;05/01/2025 19:45;81;218;0;103;23.14;55.05;0;103
05/01/2025 19:45;05/01/2025 20:00;8;210;0;228;23.03;44.82;0;228
05/01/2025 20:00;05/01/2025 20:15;475;0;232;23;23.04;100.12;232;23
05/01/2025 20:15;05/01/2025 20:30;225;41;207;0;22.47;135.61;207;0
05/01/2025 20:30;05/01/2025 20:45;0;354;0;58;22.51;93.37;0;58
05/01/2025 20:45;05/01/2025 21:00;0;650;0;420;2.55;22.34;0;420
05/01/2025 21:00;05/01/2025 21:15;1;269;0;52;9.82;79.40;0;52
05/01/2025 21:15;05/01/2025 21:30;0;194;0;38;5.00;116.14;0;38
05/01/2025 21:30;05/01/2025 21:45;102;33;62;5;22.90;103.53;62;5
05/01/2025 21:45;05/01/2025 22:00;0;680;0;272;0.00;42.40;0;272
05/01/2025 22:00;05/01/2025 22:15;23;336;6;141;13.98;21.25;6;141
05/01/2025 22:15;05/01/2025 22:30;5;433;0;367;22.13;19.24;0;367
05/01/2025 22:30;05/01/2025 22:45;931;0;218;0;22.14;0.00;218;0
05/01/2025 22:45;05/01/2025 23:00;1193;0;264;0;22.10;115.00;264;0
05/01/2025 23:00;05/01/2025 23:15;1409;0;458;0;268.16;135.60;458;0
05/01/2025 23:15;05/01/2025 23:30;970;0;172;0;19.28;135.60;172;0
05/01/2025 23:30;05/01/2025 23:45;1556;0;344;0;19.26;115.00;344;0
05/01/2025 23:45;06/01/2025 00:00;1382;0;445;0;19.26;115.00;445;0
06/01/2025 00:00;06/01/2025 00:15;1834;0;706;0;961.08;71.58;706;0
06/01/2025 00:15;06/01/2025 00:30;1284;0;693;0;854.89;35.00;693;0
06/01/2025 00:30;06/01/2025 00:45;1237;0;507;0;12.79;35.00;507;0
06/01/2025 00:45;06/01/2025 01:00;604;0;109;0;12.45;35.00;109;0
06/01/2025 01:00;06/01/2025 01:15;1855;0;599;0;979.93;135.60;599;0
06/01/2025 01:15;06/01/2025 01:30;1616;0;970;0;873.74;141.00;970;0
06/01/2025 01:30;06/01/2025 01:45;1837;0;960;0;761.79;141.00;960;0
06/01/2025 01:45;06/01/2025 02:00;840;0;80;2;8.96;91.84;80;2
06/01/2025 02:00;06/01/2025 02:15;246;21;106;0;11.52;141.00;106;0
06/01/2025 02:15;06/01/2025 02:30;192;10;79;0;11.24;11.24;79;0
06/01/2025 02:30;06/01/2025 02:45;492;0;211;0;11.12;11.24;211;0
06/01/2025 02:45;06/01/2025 03:00;166;15;55;3;-1.07;7.85;55;3
06/01/2025 03:00;06/01/2025 03:15;570;0;246;0;8.53;0.00;246;0
06/01/2025 03:15;06/01/2025 03:30;291;0;216;0;8.67;18.76;216;0
06/01/2025 03:30;06/01/2025 03:45;32;173;36;43;-1.59;8.67;36;43
06/01/2025 03:45;06/01/2025 04:00;0;800;0;501;-8.67;-94.97;0;501
06/01/2025 04:00;06/01/2025 04:15;0;363;0;306;-8.67;5.24;0;306
06/01/2025 04:15;06/01/2025 04:30;0;783;0;468;-8.67;3.96;0;468
06/01/2025 04:30;06/01/2025 04:45;0;844;0;460;-8.67;4.99;0;460
06/01/2025 04:45;06/01/2025 05:00;0;928;0;536;-8.67;-61.25;0;536
06/01/2025 05:00;06/01/2025 05:15;0;483;0;201;-8.67;9.29;0;201
06/01/2025 05:15;06/01/2025 05:30;17;171;0;114;-8.67;9.37;0;114
06/01/2025 05:30;06/01/2025 05:45;70;51;38;0;0.56;2.94;38;0
06/01/2025 05:45;06/01/2025 06:00;644;3;339;0;102.93;18.76;339;0
06/01/2025 06:00;06/01/2025 06:15;2593;0;844;0;192.18;135.60;844;0
06/01/2025 06:15;06/01/2025 06:30;1129;0;879;0;125.83;141.00;879;0
06/01/2025 06:30;06/01/2025 06:45;841;0;962;0;120.06;141.00;962;0
06/01/2025 06:45;06/01/2025 07:00;367;0;297;0;20.75;141.00;297;0
06/01/2025 07:00;06/01/2025 07:15;1369;0;785;0;112.31;141.00;785;0
06/01/2025 07:15;06/01/2025 07:30;1779;0;1275;0;508.74;141.00;1275;0
06/01/2025 07:30;06/01/2025 07:45;2077;0;1319;0;572.70;141.00;1319;0
06/01/2025 07:45;06/01/2025 08:00;2149;0;1279;0;449.05;141.00;1279;0
06/01/2025 08:00;06/01/2025 08:15;469;179;527;11;82.36;141.00;527;11
06/01/2025 08:15;06/01/2025 08:30;92;168;37;17;25.28;139.63;37;17
06/01/2025 08:30;06/01/2025 08:45;57;301;61;17;24.61;141.00;61;17
06/01/2025 08:45;06/01/2025 09:00;31;178;0;31;29.94;127.98;0;31
06/01/2025 09:00;06/01/2025 09:15;11;433;9;217;25.50;30.01;9;217
06/01/2025 09:15;06/01/2025 09:30;0;767;0;430;2.56;31.91;0;430
06/01/2025 09:30;06/01/2025 09:45;0;503;1;86;31.91;43.07;1;86
06/01/2025 09:45;06/01/2025 10:00;61;35;37;0;31.58;130.20;37;0
06/01/2025 10:00;06/01/2025 10:15;1;395;1;201;0.64;32.50;1;201
06/01/2025 10:15;06/01/2025 10:30;0;584;0;399;31.91;31.92;0;399
06/01/2025 10:30;06/01/2025 10:45;0;656;0;423;32.64;32.65;0;423
06/01/2025 10:45;06/01/2025 11:00;0;570;0;285;5.00;33.57;0;285
06/01/2025 11:00;06/01/2025 11:15;66;40;25;55;32.65;41.38;25;55
06/01/2025 11:15;06/01/2025 11:30;195;1;93;0;32.65;130.10;93;0
06/01/2025 11:30;06/01/2025 11:45;706;0;198;0;32.65;130.10;198;0
06/01/2025 11:45;06/01/2025 12:00;910;0;457;0;34.56;130.10;457;0
06/01/2025 12:00;06/01/2025 12:15;935;0;45;0;32.38;115.00;45;0
06/01/2025 12:15;06/01/2025 12:30;813;0;87;0;32.65;115.00;87;0
06/01/2025 12:30;06/01/2025 12:45;1096;0;491;0;44.65;35.00;491;0
06/01/2025 12:45;06/01/2025 13:00;350;6;280;0;32.93;35.00;280;0
06/01/2025 13:00;06/01/2025 13:15;172;13;48;0;31.08;35.00;48;0
06/01/2025 13:15;06/01/2025 13:30;0;510;0;352;29.23;22.26;0;352
06/01/2025 13:30;06/01/2025 13:45;0;699;0;572;29.23;-0.84;0;572
06/01/2025 13:45;06/01/2025 14:00;0;1058;0;732;25.98;-89.39;0;732
06/01/2025 14:00;06/01/2025 14:15;0;645;0;595;5.00;-8.71;0;595
06/01/2025 14:15;06/01/2025 14:30;0;776;0;612;5.00;-335.81;0;612
06/01/2025 14:30;06/01/2025 14:45;0;411;0;414;0.00;4.82;0;414
06/01/2025 14:45;06/01/2025 15:00;0;378;0;97;0.00;28.18;0;97
06/01/2025 15:00;06/01/2025 15:15;0;507;0;128;0.00;26.79;0;128
06/01/2025 15:15;06/01/2025 15:30;0;766;0;265;0.00;-86.08;0;265
06/01/2025 15:30;06/01/2025 15:45;0;1115;0;548;0.00;-150.70;0;548
06/01/2025 15:45;06/01/2025 16:00;0;747;0;537;0.00;-134.46;0;537
06/01/2025 16:00;06/01/2025 16:15;0;361;0;379;0.00;29.37;0;379
06/01/2025 16:15;06/01/2025 16:30;69;39;3;60;25.32;36.38;3;60
06/01/2025 16:30;06/01/2025 16:45;225;0;67;0;25.32;57.93;67;0
06/01/2025 16:45;06/01/2025 17:00;620;0;165;0;25.69;57.93;165;0
06/01/2025 17:00;06/01/2025 17:15;874;0;313;0;173.82;115.90;313;0
06/01/2025 17:15;06/01/2025 17:30;1321;0;781;0;475.00;115.90;781;0
06/01/2025 17:30;06/01/2025 17:45;482;4;364;27;161.84;51.34;364;27
06/01/2025 17:45;06/01/2025 18:00;409;0;184;13;26.82;0.00;184;13
06/01/2025 18:00;06/01/2025 18:15;0;1460;12;589;0.00;-247.21;12;589
06/01/2025 18:15;06/01/2025 18:30;0;1202;0;612;0.00;-22.42;0;612
06/01/2025 18:30;06/01/2025 18:45;0;1034;0;406;0.00;41.38;0;406
06/01/2025 18:45;06/01/2025 19:00;29;383;5;103;24.95;94.67;5;103
06/01/2025 19:00;06/01/2025 19:15;277;6;150;0;24.96;141.00;150;0
06/01/2025 19:15;06/01/2025 19:30;18;155;11;90;19.54;30.23;11;90
06/01/2025 19:30;06/01/2025 19:45;8;104;0;98;3.79;67.27;0;98
06/01/2025 19:45;06/01/2025 20:00;0;534;0;290;21.34;29.39;0;290
06/01/2025 20:00;06/01/2025 20:15;423;38;232;161;79.89;8.17;232;161
06/01/2025 20:15;06/01/2025 20:30;354;0;150;0;22.29;141.00;150;0
06/01/2025 20:30;06/01/2025 20:45;387;40;146;0;22.14;132.40;146;0
06/01/2025 20:45;06/01/2025 21:00;0;956;0;458;22.49;-56.88;0;458
06/01/2025 21:00;06/01/2025 21:15;0;1218;0;731;22.49;-62.25;0;731
06/01/2025 21:15;06/01/2025 21:30;0;1090;0;690;22.07;-88.64;0;690
06/01/2025 21:30;06/01/2025 21:45;0;622;0;525;-8.67;2.31;0;525
06/01/2025 21:45;06/01/2025 22:00;0;1046;0;669;-8.67;-398.23;0;669
06/01/2025 22:00;06/01/2025 22:15;676;128;219;167;107.09;-27.90;219;167
06/01/2025 22:15;06/01/2025 22:30;18;158;61;65;2.08;65.92;61;65
06/01/2025 22:30;06/01/2025 22:45;421;0;194;1;23.13;0.00;194;1
06/01/2025 22:45;06/01/2025 23:00;438;0;130;0;16.09;132.40;130;0
06/01/2025 23:00;06/01/2025 23:15;194;86;35;18;-0.86;74.91;35;18
06/01/2025 23:15;06/01/2025 23:30;0;846;0;594;-8.67;-86.32;0;594
06/01/2025 23:30;06/01/2025 23:45;0;426;0;613;-8.67;10.42;0;613
06/01/2025 23:45;07/01/2025 00:00;0;1138;0;671;-8.67;-179.13;0;671
07/01/2025 00:00;07/01/2025 00:15;146;192;95;197;1.96;-6.92;95;197
07/01/2025 00:15;07/01/2025 00:30;41;234;23;143;-33.58;23.07;23;143
07/01/2025 00:30;07/01/2025 00:45;5;140;0;136;-45.72;29.38;0;136
07/01/2025 00:45;07/01/2025 01:00;0;839;0;487;-45.72;-207.25;0;487
07/01/2025 01:00;07/01/2025 01:15;0;683;0;652;-45.72;-48.13;0;652
07/01/2025 01:15;07/01/2025 01:30;0;454;0;420;-19.82;20.88;0;420
07/01/2025 01:30;07/01/2025 01:45;260;26;9;79;-19.82;29.75;9;79
07/01/2025 01:45;07/01/2025 02:00;44;85;5;34;-8.24;24.05;5;34
07/01/2025 02:00;07/01/2025 02:15;425;18;8;33;-24.66;19.41;8;33
07/01/2025 02:15;07/01/2025 02:30;565;0;5;2;-38.66;15.90;5;2
07/01/2025 02:30;07/01/2025 02:45;802;0;17;0;-27.59;0.00;17;0
07/01/2025 02:45;07/01/2025 03:00;346;0;0;9;-45.72;12.06;0;9
07/01/2025 03:00;07/01/2025 03:15;1278;0;259;1;17.32;0.00;259;1
07/01/2025 03:15;07/01/2025 03:30;1156;0;185;1;13.52;130.20;185;1
07/01/2025 03:30;07/01/2025 03:45;457;0;6;11;-19.82;130.20;6;11
07/01/2025 03:45;07/01/2025 04:00;197;6;14;6;-30.45;105.70;14;6
07/01/2025 04:00;07/01/2025 04:15;174;6;9;6;-16.70;92.24;9;6
07/01/2025 04:15;07/01/2025 04:30;105;17;1;9;-21.49;109.33;1;9
07/01/2025 04:30;07/01/2025 04:45;168;5;1;25;-18.58;115.38;1;25
07/01/2025 04:45;07/01/2025 05:00;265;0;6;0;-16.68;126.00;6;0
07/01/2025 05:00;07/01/2025 05:15;977;0;176;0;15.14;135.60;176;0
07/01/2025 05:15;07/01/2025 05:30;544;17;181;0;11.75;135.60;181;0
07/01/2025 05:30;07/01/2025 05:45;9;213;1;180;0.00;42.85;1;180
07/01/2025 05:45;07/01/2025 06:00;408;0;218;13;307.70;69.56;218;13
07/01/2025 06:00;07/01/2025 06:15;717;0;342;0;30.28;141.00;342;0
07/01/2025 06:15;07/01/2025 06:30;695;0;352;0;71.17;141.00;352;0
07/01/2025 06:30;07/01/2025 06:45;914;0;340;0;154.01;141.00;340;0
07/01/2025 06:45;07/01/2025 07:00;1350;0;903;0;412.73;141.00;903;0
07/01/2025 07:00;07/01/2025 07:15;825;0;398;26;37.78;92.78;398;26
07/01/2025 07:15;07/01/2025 07:30;326;5;108;0;78.11;141.00;108;0
07/01/2025 07:30;07/01/2025 07:45;381;0;241;0;112.29;141.00;241;0
07/01/2025 07:45;07/01/2025 08:00;769;0;400;0;167.51;141.00;400;0
07/01/2025 08:00;07/01/2025 08:15;232;35;198;15;139.23;113.04;198;15
07/01/2025 08:15;07/01/2025 08:30;0;208;2;8;35.82;122.77;2;8
07/01/2025 08:30;07/01/2025 08:45;52;16;29;2;97.55;109.63;29;2
07/01/2025 08:45;07/01/2025 09:00;2;165;4;11;63.24;125.00;4;11
07/01/2025 09:00;07/01/2025 09:15;730;0;449;0;273.24;0.00;449;0
07/01/2025 09:15;07/01/2025 09:30;458;0;407;0;119.50;121.60;407;0
07/01/2025 09:30;07/01/2025 09:45;405;0;186;1;114.19;121.68;186;1
07/01/2025 09:45;07/01/2025 10:00;99;154;0;71;96.00;102.69;0;71
07/01/2025 10:00;07/01/2025 10:15;0;586;0;493;54.10;72.71;0;493
07/01/2025 10:15;07/01/2025 10:30;0;651;0;263;40.63;27.74;0;263
07/01/2025 10:30;07/01/2025 10:45;0;547;0;488;40.63;39.91;0;488
07/01/2025 10:45;07/01/2025 11:00;0;1225;0;684;23.58;-53.25;0;684
07/01/2025 11:00;07/01/2025 11:15;0;1126;0;381;3.75;-126.86;0;381
07/01/2025 11:15;07/01/2025 11:30;0;1353;0;452;3.75;-39.51;0;452
07/01/2025 11:30;07/01/2025 11:45;0;1213;0;670;3.75;-320.54;0;670
07/01/2025 11:45;07/01/2025 12:00;0;841;0;446;0.00;1.57;0;446
07/01/2025 12:00;07/01/2025 12:15;2;283;5;301;-19.82;21.06;5;301
07/01/2025 12:15;07/01/2025 12:30;0;402;9;18;-19.82;136.74;9;18
07/01/2025 12:30;07/01/2025 12:45;0;362;0;103;-8.49;128.06;0;103
07/01/2025 12:45;07/01/2025 13:00;0;963;0;228;-19.82;53.32;0;228
07/01/2025 13:00;07/01/2025 13:15;2;323;0;155;-19.82;89.21;0;155
07/01/2025 13:15;07/01/2025 13:30;0;496;0;79;-19.82;133.79;0;79
07/01/2025 13:30;07/01/2025 13:45;0;502;0;46;-19.82;132.79;0;46
07/01/2025 13:45;07/01/2025 14:00;0;875;0;239;-19.82;61.49;0;239
07/01/2025 14:00;07/01/2025 14:15;0;815;0;171;3.99;94.79;0;171
07/01/2025 14:15;07/01/2025 14:30;0;508;0;91;3.99;130.95;0;91
07/01/2025 14:30;07/01/2025 14:45;0;432;0;239;3.99;35.86;0;239
07/01/2025 14:45;07/01/2025 15:00;28;139;11;122;24.73;86.89;11;122
07/01/2025 15:00;07/01/2025 15:15;1;683;8;199;20.02;47.53;8;199
07/01/2025 15:15;07/01/2025 15:30;36;255;14;15;23.44;119.26;14;15
07/01/2025 15:30;07/01/2025 15:45;342;2;209;0;103.69;135.60;209;0
07/01/2025 15:45;07/01/2025 16:00;892;0;625;0;347.71;135.60;625;0
07/01/2025 16:00;07/01/2025 16:15;910;0;315;0;92.76;135.60;315;0
07/01/2025 16:15;07/01/2025 16:30;1208;0;705;0;239.05;135.60;705;0
07/01/2025 16:30;07/01/2025 16:45;737;0;672;0;158.55;125.68;672;0
07/01/2025 16:45;07/01/2025 17:00;1105;0;828;0;401.65;125.68;828;0
07/01/2025 17:00;07/01/2025 17:15;206;37;243;35;80.12;114.08;243;35
07/01/2025 17:15;07/01/2025 17:30;698;0;50;1;19.66;0.00;50;1
07/01/2025 17:30;07/01/2025 17:45;104;140;28;78;19.05;116.58;28;78
07/01/2025 17:45;07/01/2025 18:00;0;426;0;255;5.92;105.32;0;255
