Données Plateforme PICASSO du 31/12/2025
Heure de début;Heure de fin;Besoin en aFRR hausse exprimé par RTE (en MW);Besoin en aFRR baisse exprimé par RTE (en MW);Volume d'aFRR à la hausse activé pour la France (en MW);Volume d'aFRR à la baisse activé pour la France (en MW);Prix Moyen Pondéré d'aFRR activée à la hausse pour la France (en Euros/MWh);Prix Moyen Pondéré d'aFRR activée à la baisse pour la France (en Euros/MWh);Volume d'aFRR à la hausse activé en France (en MW);Volume d'aFRR à la baisse activé en France (en MW)
17/06/2025 11:15;17/06/2025 11:30;44;62;78;22;41.82;73.92;0;238
17/06/2025 11:30;17/06/2025 11:45;0;647;2;385;0.00;-54.88;0;736
17/06/2025 11:45;17/06/2025 12:00;815;238;56;503;35.72;94.12;52;414
17/06/2025 12:00;17/06/2025 12:15;457;13;216;9;113.49;164.83;132;31
17/06/2025 12:15;17/06/2025 12:30;0;373;11;213;0.00;37.81;0;352
17/06/2025 12:30;17/06/2025 12:45;0;284;0;157;0.00;12.57;0;526
17/06/2025 12:45;17/06/2025 13:00;0;666;0;528;0.00;-27.89;0;655
17/06/2025 13:00;17/06/2025 13:15;0;428;39;314;23.12;42.30;4;302
17/06/2025 13:15;17/06/2025 13:30;0;710;1;487;0.07;22.77;0;493
17/06/2025 13:30;17/06/2025 13:45;0;615;0;485;0.07;21.54;0;461
17/06/2025 13:45;17/06/2025 14:00;0;855;0;618;0.07;-41.64;0;672
17/06/2025 14:00;17/06/2025 14:15;18;131;0;223;10.00;37.89;0;276
17/06/2025 14:15;17/06/2025 14:30;0;542;10;236;10.00;46.01;0;252
17/06/2025 14:30;17/06/2025 14:45;0;366;0;165;10.00;26.22;0;347
17/06/2025 14:45;17/06/2025 15:00;206;237;2;253;53.48;51.99;2;323
17/06/2025 15:00;17/06/2025 15:15;1012;241;138;83;44.19;-201.93;40;201
17/06/2025 15:15;17/06/2025 15:30;0;929;0;675;10.00;-217.77;0;677
17/06/2025 15:30;17/06/2025 15:45;0;999;0;700;10.00;-213.21;0;700
17/06/2025 15:45;17/06/2025 16:00;0;867;0;718;10.00;-189.93;0;713
17/06/2025 16:00;17/06/2025 16:15;0;1277;0;714;16.92;-203.09;0;707
17/06/2025 16:15;17/06/2025 16:30;0;651;0;688;16.92;-140.71;0;691
17/06/2025 16:30;17/06/2025 16:45;925;11;157;121;60.40;49.08;132;88
17/06/2025 16:45;17/06/2025 17:00;1177;0;533;0;63.20;97.00;471;0
17/06/2025 17:00;17/06/2025 17:15;933;0;331;12;49.90;109.56;262;6
17/06/2025 17:15;17/06/2025 17:30;1158;0;445;0;58.52;280.70;383;0
17/06/2025 17:30;17/06/2025 17:45;1174;0;598;0;66.06;280.70;491;0
17/06/2025 17:45;17/06/2025 18:00;1373;0;914;0;76.88;280.70;677;0
17/06/2025 18:00;17/06/2025 18:15;120;263;371;177;122.89;29.67;114;449
17/06/2025 18:15;17/06/2025 18:30;50;257;14;326;109.97;79.86;1;378
17/06/2025 18:30;17/06/2025 18:45;35;126;70;119;128.09;119.72;14;100
17/06/2025 18:45;17/06/2025 19:00;353;12;103;19;72.66;136.48;62;14
17/06/2025 19:00;17/06/2025 19:15;547;0;133;21;43.16;147.43;89;13
17/06/2025 19:15;17/06/2025 19:30;11;93;54;139;153.08;182.16;5;125
17/06/2025 19:30;17/06/2025 19:45;25;71;24;146;24.27;172.39;3;160
17/06/2025 19:45;17/06/2025 20:00;178;6;63;2;52.68;343.94;76;0
17/06/2025 20:00;17/06/2025 20:15;269;0;128;155;45.56;89.56;11;252
17/06/2025 20:15;17/06/2025 20:30;316;0;91;31;67.39;91.07;131;29
17/06/2025 20:30;17/06/2025 20:45;197;6;79;1;94.57;280.70;400;0
17/06/2025 20:45;17/06/2025 21:00;44;38;100;26;98.52;175.97;103;22
17/06/2025 21:00;17/06/2025 21:15;508;0;190;6;88.59;160.81;162;1
17/06/2025 21:15;17/06/2025 21:30;456;0;530;0;94.57;280.70;461;0
17/06/2025 21:30;17/06/2025 21:45;374;0;204;0;74.00;280.70;191;0
17/06/2025 21:45;17/06/2025 22:00;23;277;17;131;137.83;131.26;15;108
17/06/2025 22:00;17/06/2025 22:15;403;8;247;79;104.39;160.54;385;9
17/06/2025 22:15;17/06/2025 22:30;2;470;73;48;88.46;300.39;318;0
17/06/2025 22:30;17/06/2025 22:45;0;273;127;83;150.59;254.71;257;0
17/06/2025 22:45;17/06/2025 23:00;0;986;1;301;33.29;100.52;0;186
17/06/2025 23:00;17/06/2025 23:15;0;224;147;489;86.93;116.84;130;205
17/06/2025 23:15;17/06/2025 23:30;0;391;40;218;92.27;107.53;7;186
17/06/2025 23:30;17/06/2025 23:45;187;7;353;343;75.25;89.32;352;83
17/06/2025 23:45;18/06/2025 00:00;7;262;49;186;54.23;81.32;22;132
18/06/2025 00:00;18/06/2025 00:15;186;21;40;142;83.89;64.78;264;18
18/06/2025 00:15;18/06/2025 00:30;20;206;159;56;48.53;95.82;457;0
18/06/2025 00:30;18/06/2025 00:45;279;6;65;132;57.98;57.47;121;18
18/06/2025 00:45;18/06/2025 01:00;0;232;4;121;51.55;94.10;0;121
18/06/2025 01:00;18/06/2025 01:15;79;14;2;41;55.18;57.09;0;45
18/06/2025 01:15;18/06/2025 01:30;0;306;2;204;47.89;85.38;0;211
18/06/2025 01:30;18/06/2025 01:45;113;49;11;145;141.05;117.40;2;112
18/06/2025 01:45;18/06/2025 02:00;88;18;8;29;148.37;113.54;0;74
18/06/2025 02:00;18/06/2025 02:15;723;0;184;20;20.07;66.05;196;20
18/06/2025 02:15;18/06/2025 02:30;629;0;186;0;45.83;95.80;181;0
18/06/2025 02:30;18/06/2025 02:45;488;0;321;0;30.88;95.90;313;0
18/06/2025 02:45;18/06/2025 03:00;503;0;224;0;19.87;95.90;207;0
18/06/2025 03:00;18/06/2025 03:15;661;0;311;0;26.16;95.90;313;0
18/06/2025 03:15;18/06/2025 03:30;548;0;314;0;23.18;95.90;311;0
18/06/2025 03:30;18/06/2025 03:45;387;0;123;0;27.19;95.80;96;0
18/06/2025 03:45;18/06/2025 04:00;166;19;16;11;22.82;72.30;5;13
18/06/2025 04:00;18/06/2025 04:15;110;34;10;56;1.56;67.04;7;45
18/06/2025 04:15;18/06/2025 04:30;100;7;49;0;16.24;57.52;52;0
18/06/2025 04:30;18/06/2025 04:45;145;4;3;7;57.28;68.23;0;19
18/06/2025 04:45;18/06/2025 05:00;190;0;14;1;18.20;52.48;13;1
18/06/2025 05:00;18/06/2025 05:15;302;0;62;0;23.22;88.29;63;0
18/06/2025 05:15;18/06/2025 05:30;303;0;204;0;17.68;88.29;157;0
18/06/2025 05:30;18/06/2025 05:45;370;0;146;0;33.88;88.29;123;0
18/06/2025 05:45;18/06/2025 06:00;521;0;264;0;56.76;88.29;209;0
18/06/2025 06:00;18/06/2025 06:15;50;204;224;256;66.83;69.36;103;208
18/06/2025 06:15;18/06/2025 06:30;227;1;109;17;33.71;161.34;74;34
18/06/2025 06:30;18/06/2025 06:45;630;0;381;0;71.31;277.40;397;0
18/06/2025 06:45;18/06/2025 07:00;1149;0;868;0;130.98;277.40;821;0
18/06/2025 07:00;18/06/2025 07:15;568;0;544;0;45.98;277.40;442;0
18/06/2025 07:15;18/06/2025 07:30;372;0;340;0;56.43;85.61;253;3
18/06/2025 07:30;18/06/2025 07:45;6;142;95;105;73.83;154.00;0;173
18/06/2025 07:45;18/06/2025 08:00;8;107;75;143;24.04;93.38;0;337
18/06/2025 08:00;18/06/2025 08:15;8;163;30;199;46.28;53.03;23;250
18/06/2025 08:15;18/06/2025 08:30;21;134;61;15;49.63;35.41;16;65
18/06/2025 08:30;18/06/2025 08:45;25;79;16;178;90.65;108.22;0;161
18/06/2025 08:45;18/06/2025 09:00;0;690;0;298;22.01;38.62;0;208
18/06/2025 09:00;18/06/2025 09:15;1;328;0;52;103.85;116.75;0;29
18/06/2025 09:15;18/06/2025 09:30;0;522;0;338;-22.64;25.39;0;324
18/06/2025 09:30;18/06/2025 09:45;0;486;28;410;85.42;80.52;21;234
18/06/2025 09:45;18/06/2025 10:00;0;463;1;195;-22.64;71.59;0;169
18/06/2025 10:00;18/06/2025 10:15;0;615;0;322;-22.64;26.48;0;322
18/06/2025 10:15;18/06/2025 10:30;0;1041;0;411;-22.64;-31.73;0;399
18/06/2025 10:30;18/06/2025 10:45;0;1561;0;767;-22.64;-177.02;0;728
18/06/2025 10:45;18/06/2025 11:00;0;900;0;796;-22.64;-90.67;0;706
18/06/2025 11:00;18/06/2025 11:15;268;75;92;193;22.97;42.74;92;155
18/06/2025 11:15;18/06/2025 11:30;467;0;282;0;13.96;95.90;237;0
18/06/2025 11:30;18/06/2025 11:45;138;50;39;24;12.61;47.61;24;14
18/06/2025 11:45;18/06/2025 12:00;304;2;139;0;11.94;95.90;138;0
18/06/2025 12:00;18/06/2025 12:15;688;0;171;0;18.40;95.90;155;0
18/06/2025 12:15;18/06/2025 12:30;514;0;14;5;33.75;77.46;0;19
18/06/2025 12:30;18/06/2025 12:45;585;0;12;8;37.07;57.41;6;13
18/06/2025 12:45;18/06/2025 13:00;794;0;80;6;52.41;71.76;71;5
18/06/2025 13:00;18/06/2025 13:15;336;5;122;11;41.36;48.68;605;0
18/06/2025 13:15;18/06/2025 13:30;7;429;49;45;11.47;48.68;260;0
18/06/2025 13:30;18/06/2025 13:45;0;522;38;13;15.65;84.20;121;0
18/06/2025 13:45;18/06/2025 14:00;231;388;8;39;60.77;67.50;19;15
18/06/2025 14:00;18/06/2025 14:15;1234;1;651;18;104.11;-11.08;458;32
18/06/2025 14:15;18/06/2025 14:30;3;122;16;180;-22.64;3.67;0;535
18/06/2025 14:30;18/06/2025 14:45;90;93;27;120;18.59;33.87;7;250
18/06/2025 14:45;18/06/2025 15:00;572;0;354;0;19.12;95.90;322;0
18/06/2025 15:00;18/06/2025 15:15;783;0;108;9;22.41;37.89;58;24
18/06/2025 15:15;18/06/2025 15:30;754;0;211;4;56.93;94.25;108;14
18/06/2025 15:30;18/06/2025 15:45;962;0;630;0;74.87;95.90;577;0
18/06/2025 15:45;18/06/2025 16:00;1076;0;746;0;104.11;95.90;669;0
18/06/2025 16:00;18/06/2025 16:15;698;0;299;13;34.73;48.96;252;9
18/06/2025 16:15;18/06/2025 16:30;909;0;446;0;70.12;95.90;435;0
18/06/2025 16:30;18/06/2025 16:45;1140;0;700;0;101.35;95.90;606;0
18/06/2025 16:45;18/06/2025 17:00;696;0;503;0;44.20;95.90;426;0
18/06/2025 17:00;18/06/2025 17:15;962;0;317;0;36.60;101.44;268;0
18/06/2025 17:15;18/06/2025 17:30;664;0;16;12;42.62;79.96;7;37
18/06/2025 17:30;18/06/2025 17:45;820;0;65;1;23.15;69.98;59;3
18/06/2025 17:45;18/06/2025 18:00;773;0;293;0;31.43;101.44;272;0
18/06/2025 18:00;18/06/2025 18:15;102;250;82;108;102.67;54.84;53;141
18/06/2025 18:15;18/06/2025 18:30;1;660;0;786;-5.80;15.74;0;770
18/06/2025 18:30;18/06/2025 18:45;8;237;1;285;19.98;102.99;0;292
18/06/2025 18:45;18/06/2025 19:00;55;128;63;74;88.79;131.56;19;43
18/06/2025 19:00;18/06/2025 19:15;186;9;19;49;123.73;156.27;35;6
18/06/2025 19:15;18/06/2025 19:30;871;0;483;18;120.65;277.30;700;0
18/06/2025 19:30;18/06/2025 19:45;914;0;505;4;121.31;277.30;842;0
18/06/2025 19:45;18/06/2025 20:00;1276;0;1137;0;213.08;277.30;1128;0
18/06/2025 20:00;18/06/2025 20:15;1246;0;828;0;182.43;277.30;723;0
18/06/2025 20:15;18/06/2025 20:30;1337;0;1006;0;218.37;277.30;786;0
18/06/2025 20:30;18/06/2025 20:45;1276;0;968;0;222.72;277.30;779;0
18/06/2025 20:45;18/06/2025 21:00;1132;0;918;0;188.44;277.30;786;0
18/06/2025 21:00;18/06/2025 21:15;1603;0;1168;0;225.35;277.30;792;0
18/06/2025 21:15;18/06/2025 21:30;1177;0;868;0;134.47;277.30;696;0
18/06/2025 21:30;18/06/2025 21:45;635;0;451;0;82.83;277.30;372;0
18/06/2025 21:45;18/06/2025 22:00;33;321;24;193;128.15;110.02;6;172
18/06/2025 22:00;18/06/2025 22:15;0;762;3;22;149.78;130.18;3;18
18/06/2025 22:15;18/06/2025 22:30;0;1263;0;263;22.26;42.32;0;269
18/06/2025 22:30;18/06/2025 22:45;0;1152;0;740;22.26;73.92;0;572
18/06/2025 22:45;18/06/2025 23:00;0;1742;0;1133;22.26;4.32;0;1002
18/06/2025 23:00;18/06/2025 23:15;0;1197;0;784;22.26;29.24;0;724
18/06/2025 23:15;18/06/2025 23:30;0;1395;0;1098;22.25;-10.84;0;1043
18/06/2025 23:30;18/06/2025 23:45;0;670;0;607;22.25;54.80;0;584
18/06/2025 23:45;19/06/2025 00:00;0;1310;0;770;22.25;5.32;0;709
19/06/2025 00:00;19/06/2025 00:15;46;175;70;474;51.02;68.86;153;230
19/06/2025 00:15;19/06/2025 00:30;175;13;88;9;28.97;100.42;228;0
19/06/2025 00:30;19/06/2025 00:45;454;0;22;0;39.22;95.06;21;1
19/06/2025 00:45;19/06/2025 01:00;3;334;1;258;50.86;44.37;0;247
19/06/2025 01:00;19/06/2025 01:15;511;14;153;156;22.10;60.10;161;118
19/06/2025 01:15;19/06/2025 01:30;558;0;266;0;24.52;99.20;244;0
19/06/2025 01:30;19/06/2025 01:45;834;0;200;0;28.44;95.60;190;0
19/06/2025 01:45;19/06/2025 02:00;551;0;11;1;41.13;72.16;10;2
19/06/2025 02:00;19/06/2025 02:15;953;0;466;1;186.45;62.24;461;0
19/06/2025 02:15;19/06/2025 02:30;1013;0;688;0;84.71;95.60;616;0
19/06/2025 02:30;19/06/2025 02:45;1173;0;565;0;77.20;95.60;503;0
19/06/2025 02:45;19/06/2025 03:00;628;0;138;0;22.49;61.16;106;1
19/06/2025 03:00;19/06/2025 03:15;1148;0;599;1;131.04;95.60;502;0
19/06/2025 03:15;19/06/2025 03:30;969;0;646;0;78.52;95.60;549;0
19/06/2025 03:30;19/06/2025 03:45;477;0;154;0;19.76;77.50;131;0
19/06/2025 03:45;19/06/2025 04:00;128;4;5;4;34.67;60.64;4;4
19/06/2025 04:00;19/06/2025 04:15;221;7;37;6;11.70;69.64;27;7
19/06/2025 04:15;19/06/2025 04:30;274;1;76;2;22.66;37.69;60;2
19/06/2025 04:30;19/06/2025 04:45;20;114;12;21;-5.80;21.66;0;176
19/06/2025 04:45;19/06/2025 05:00;69;52;0;88;-5.80;30.14;0;217
19/06/2025 05:00;19/06/2025 05:15;208;0;0;15;47.41;56.65;0;28
19/06/2025 05:15;19/06/2025 05:30;496;0;10;0;44.94;47.55;2;1
19/06/2025 05:30;19/06/2025 05:45;670;0;135;0;18.42;57.46;112;0
19/06/2025 05:45;19/06/2025 06:00;1059;0;93;0;40.59;85.75;86;0
19/06/2025 06:00;19/06/2025 06:15;1091;0;611;0;90.31;117.10;554;0
19/06/2025 06:15;19/06/2025 06:30;412;1;316;0;27.20;117.10;267;0
19/06/2025 06:30;19/06/2025 06:45;512;0;83;0;29.30;117.10;72;0
19/06/2025 06:45;19/06/2025 07:00;927;0;153;0;25.18;117.10;147;0
19/06/2025 07:00;19/06/2025 07:15;890;0;477;0;52.07;117.10;435;0
19/06/2025 07:15;19/06/2025 07:30;1109;0;636;0;51.74;103.62;547;0
19/06/2025 07:30;19/06/2025 07:45;767;0;301;1;39.04;101.79;293;0
19/06/2025 07:45;19/06/2025 08:00;1326;0;972;0;282.58;117.10;862;0
19/06/2025 08:00;19/06/2025 08:15;406;1;376;0;47.49;117.10;308;0
19/06/2025 08:15;19/06/2025 08:30;654;0;298;0;50.81;117.10;283;0
19/06/2025 08:30;19/06/2025 08:45;334;1;115;0;38.81;117.10;172;0
19/06/2025 08:45;19/06/2025 09:00;260;81;5;41;55.53;68.65;7;30
19/06/2025 09:00;19/06/2025 09:15;941;0;413;0;416.26;117.10;386;0
19/06/2025 09:15;19/06/2025 09:30;363;25;569;0;111.32;96.04;445;0
19/06/2025 09:30;19/06/2025 09:45;2;423;16;284;38.20;-132.97;0;377
19/06/2025 09:45;19/06/2025 10:00;586;209;101;263;70.05;46.73;42;252
19/06/2025 10:00;19/06/2025 10:15;149;448;234;84;69.10;68.79;167;92
19/06/2025 10:15;19/06/2025 10:30;0;868;0;353;0.00;39.44;0;325
19/06/2025 10:30;19/06/2025 10:45;0;1266;1;534;22.51;-68.47;0;406
19/06/2025 10:45;19/06/2025 11:00;0;1402;0;856;0.00;-130.33;0;687
19/06/2025 11:00;19/06/2025 11:15;0;1012;0;667;0.00;11.65;0;562
19/06/2025 11:15;19/06/2025 11:30;0;739;2;481;37.05;54.26;2;350
19/06/2025 11:30;19/06/2025 11:45;0;548;6;208;27.78;75.43;11;119
19/06/2025 11:45;19/06/2025 12:00;0;604;0;265;0.00;64.85;0;231
19/06/2025 12:00;19/06/2025 12:15;0;268;27;172;38.27;51.98;17;147
19/06/2025 12:15;19/06/2025 12:30;133;121;1;98;47.23;85.19;1;100
19/06/2025 12:30;19/06/2025 12:45;893;0;411;2;141.59;117.09;432;0
19/06/2025 12:45;19/06/2025 13:00;280;10;322;11;50.23;117.10;538;0
19/06/2025 13:00;19/06/2025 13:15;35;113;38;14;12.63;65.93;96;36
19/06/2025 13:15;19/06/2025 13:30;0;520;0;404;-22.64;16.81;0;492
19/06/2025 13:30;19/06/2025 13:45;0;704;0;540;-22.64;23.06;0;483
19/06/2025 13:45;19/06/2025 14:00;0;597;0;295;-5.80;65.37;0;226
19/06/2025 14:00;19/06/2025 14:15;5;155;9;116;15.92;65.88;91;52
19/06/2025 14:15;19/06/2025 14:30;0;429;24;179;8.16;79.82;55;84
19/06/2025 14:30;19/06/2025 14:45;0;326;0;100;-5.80;76.48;0;70
19/06/2025 14:45;19/06/2025 15:00;34;595;0;263;-5.80;61.90;0;200
19/06/2025 15:00;19/06/2025 15:15;737;0;192;2;65.35;60.12;161;1
19/06/2025 15:15;19/06/2025 15:30;979;0;367;1;49.87;76.46;267;1
19/06/2025 15:30;19/06/2025 15:45;133;44;12;50;19.18;88.66;21;12
19/06/2025 15:45;19/06/2025 16:00;302;19;22;19;38.98;60.05;116;0
19/06/2025 16:00;19/06/2025 16:15;599;533;723;63;112.37;-5.59;533;38
19/06/2025 16:15;19/06/2025 16:30;0;885;0;693;-22.64;-4.58;0;573
19/06/2025 16:30;19/06/2025 16:45;0;789;0;606;-5.80;16.30;0;472
19/06/2025 16:45;19/06/2025 17:00;0;385;46;158;22.86;45.24;10;96
19/06/2025 17:00;19/06/2025 17:15;2;308;132;261;9.15;33.87;45;312
19/06/2025 17:15;19/06/2025 17:30;260;54;11;176;130.16;68.99;87;189
19/06/2025 17:30;19/06/2025 17:45;1329;0;738;0;107.09;126.40;660;0
19/06/2025 17:45;19/06/2025 18:00;1018;0;492;28;63.60;51.45;307;38
19/06/2025 18:00;19/06/2025 18:15;501;0;16;4;71.07;73.30;1;9
19/06/2025 18:15;19/06/2025 18:30;120;15;18;2;45.18;107.47;7;18
19/06/2025 18:30;19/06/2025 18:45;105;31;31;1;55.58;81.59;28;1
19/06/2025 18:45;19/06/2025 19:00;351;12;189;0;79.16;126.41;187;0
19/06/2025 19:00;19/06/2025 19:15;75;247;494;186;74.87;65.81;202;319
19/06/2025 19:15;19/06/2025 19:30;201;3;76;159;55.40;100.06;20;196
19/06/2025 19:30;19/06/2025 19:45;794;0;231;2;84.41;126.41;175;1
19/06/2025 19:45;19/06/2025 20:00;1080;0;944;0;119.45;600.90;776;0
19/06/2025 20:00;19/06/2025 20:15;506;2;445;30;75.32;301.60;355;0
19/06/2025 20:15;19/06/2025 20:30;239;3;0;88;44.31;79.57;16;0
19/06/2025 20:30;19/06/2025 20:45;526;0;59;34;126.30;76.41;283;0
19/06/2025 20:45;19/06/2025 21:00;590;0;398;0;127.86;126.41;703;0
19/06/2025 21:00;19/06/2025 21:15;830;0;494;0;189.27;124.55;724;0
19/06/2025 21:15;19/06/2025 21:30;904;0;681;0;145.73;117.11;715;0
19/06/2025 21:30;19/06/2025 21:45;247;17;372;14;95.00;106.90;337;13
19/06/2025 21:45;19/06/2025 22:00;3;397;0;139;26.77;86.34;0;119
19/06/2025 22:00;19/06/2025 22:15;615;5;368;105;129.33;80.73;521;36
19/06/2025 22:15;19/06/2025 22:30;25;248;52;53;69.85;87.91;260;11
19/06/2025 22:30;19/06/2025 22:45;0;934;0;649;24.43;58.68;0;537
19/06/2025 22:45;19/06/2025 23:00;0;1842;0;1199;24.43;-8.60;0;934
19/06/2025 23:00;19/06/2025 23:15;0;770;0;676;24.43;86.75;0;432
19/06/2025 23:15;19/06/2025 23:30;0;979;0;624;24.43;43.74;0;571
19/06/2025 23:30;19/06/2025 23:45;0;570;0;495;24.43;87.71;0;432
19/06/2025 23:45;20/06/2025 00:00;0;399;0;288;24.43;88.06;0;444
20/06/2025 00:00;20/06/2025 00:15;169;33;153;337;56.84;97.77;109;155
20/06/2025 00:15;20/06/2025 00:30;240;89;76;1;27.68;90.14;38;44
20/06/2025 00:30;20/06/2025 00:45;9;286;10;152;0.00;62.86;0;293
20/06/2025 00:45;20/06/2025 01:00;1;330;9;386;0.00;40.98;0;473
20/06/2025 01:00;20/06/2025 01:15;540;2;211;258;95.46;87.89;328;119
20/06/2025 01:15;20/06/2025 01:30;503;0;224;5;77.04;95.00;391;0
20/06/2025 01:30;20/06/2025 01:45;427;0;232;21;54.87;95.00;276;0
20/06/2025 01:45;20/06/2025 02:00;7;175;6;86;22.34;91.30;8;76
20/06/2025 02:00;20/06/2025 02:15;4;396;4;172;34.38;60.90;4;127
20/06/2025 02:15;20/06/2025 02:30;0;909;0;617;0.00;0.11;0;590
20/06/2025 02:30;20/06/2025 02:45;0;919;0;800;0.00;-17.46;0;776
20/06/2025 02:45;20/06/2025 03:00;0;843;0;786;0.00;-22.62;0;752
20/06/2025 03:00;20/06/2025 03:15;0;559;0;631;0.00;18.84;0;581
20/06/2025 03:15;20/06/2025 03:30;0;694;0;608;0.00;-45.71;0;605
20/06/2025 03:30;20/06/2025 03:45;0;482;0;544;0.00;-33.30;0;520
20/06/2025 03:45;20/06/2025 04:00;8;197;0;262;0.00;41.08;0;281
20/06/2025 04:00;20/06/2025 04:15;302;6;7;30;23.07;89.43;0;65
20/06/2025 04:15;20/06/2025 04:30;416;0;27;24;36.99;86.63;0;64
20/06/2025 04:30;20/06/2025 04:45;520;0;24;2;16.31;79.48;12;2
20/06/2025 04:45;20/06/2025 05:00;454;0;3;3;13.86;91.32;2;2
20/06/2025 05:00;20/06/2025 05:15;319;0;37;11;19.83;65.65;33;9
20/06/2025 05:15;20/06/2025 05:30;819;0;176;0;23.86;100.70;134;0
20/06/2025 05:30;20/06/2025 05:45;1111;0;92;0;29.22;100.70;82;0
20/06/2025 05:45;20/06/2025 06:00;1075;0;191;0;40.32;100.70;157;0
20/06/2025 06:00;20/06/2025 06:15;672;14;252;0;51.94;96.56;239;0
20/06/2025 06:15;20/06/2025 06:30;3;218;56;44;33.84;94.29;31;157
20/06/2025 06:30;20/06/2025 06:45;462;0;19;70;41.16;92.19;9;75
20/06/2025 06:45;20/06/2025 07:00;779;0;3;3;51.37;56.33;1;4
20/06/2025 07:00;20/06/2025 07:15;780;0;267;15;93.60;71.93;313;2
20/06/2025 07:15;20/06/2025 07:30;1095;0;490;5;75.38;56.54;496;6
20/06/2025 07:30;20/06/2025 07:45;574;0;391;148;71.69;69.00;329;17
20/06/2025 07:45;20/06/2025 08:00;280;4;10;78;70.60;119.67;2;41
20/06/2025 08:00;20/06/2025 08:15;60;38;33;29;54.53;110.31;0;57
20/06/2025 08:15;20/06/2025 08:30;94;57;44;60;61.26;89.19;6;99
20/06/2025 08:30;20/06/2025 08:45;17;129;29;119;66.00;90.77;9;118
20/06/2025 08:45;20/06/2025 09:00;0;464;0;210;0.00;103.31;0;176
20/06/2025 09:00;20/06/2025 09:15;0;310;10;118;30.11;84.73;43;75
20/06/2025 09:15;20/06/2025 09:30;21;85;208;106;64.34;75.47;368;0
20/06/2025 09:30;20/06/2025 09:45;0;269;40;38;40.05;58.55;13;41
20/06/2025 09:45;20/06/2025 10:00;0;352;6;246;0.00;30.78;0;365
20/06/2025 10:00;20/06/2025 10:15;137;17;81;183;47.03;59.26;34;110
20/06/2025 10:15;20/06/2025 10:30;12;269;65;89;-5.80;40.47;0;219
20/06/2025 10:30;20/06/2025 10:45;0;557;0;393;0.00;-14.77;0;412
20/06/2025 10:45;20/06/2025 11:00;0;889;0;504;0.00;-3.95;0;401
20/06/2025 11:00;20/06/2025 11:15;0;868;0;399;-22.64;5.58;0;344
20/06/2025 11:15;20/06/2025 11:30;0;640;0;254;-22.64;3.55;0;399
20/06/2025 11:30;20/06/2025 11:45;0;869;0;581;-22.64;-0.25;0;548
20/06/2025 11:45;20/06/2025 12:00;0;739;0;469;-22.64;-3.14;0;550
20/06/2025 12:00;20/06/2025 12:15;0;1122;0;717;-22.64;-10.84;0;613
20/06/2025 12:15;20/06/2025 12:30;0;1400;0;704;-22.64;-8.54;0;620
20/06/2025 12:30;20/06/2025 12:45;0;1030;0;534;-22.64;10.18;0;483
20/06/2025 12:45;20/06/2025 13:00;0;873;0;438;-22.64;13.56;0;430
20/06/2025 13:00;20/06/2025 13:15;346;3;168;152;15.57;72.88;153;136
20/06/2025 13:15;20/06/2025 13:30;184;3;252;0;32.88;17.84;172;29
20/06/2025 13:30;20/06/2025 13:45;304;2;38;151;64.18;38.26;0;370
20/06/2025 13:45;20/06/2025 14:00;280;1;25;72;-22.64;65.15;0;187
20/06/2025 14:00;20/06/2025 14:15;153;5;0;96;-22.64;44.07;0;168
20/06/2025 14:15;20/06/2025 14:30;3;155;9;26;-22.64;15.89;0;426
20/06/2025 14:30;20/06/2025 14:45;44;45;6;21;-22.64;15.28;0;467
20/06/2025 14:45;20/06/2025 15:00;130;30;56;15;-22.64;20.43;0;428
20/06/2025 15:00;20/06/2025 15:15;224;4;28;61;35.67;28.22;6;130
20/06/2025 15:15;20/06/2025 15:30;111;48;21;47;36.23;46.40;0;172
20/06/2025 15:30;20/06/2025 15:45;1037;0;180;16;53.90;38.36;150;16
20/06/2025 15:45;20/06/2025 16:00;1495;0;668;0;87.12;151.00;565;0
20/06/2025 16:00;20/06/2025 16:15;2707;0;568;23;87.63;129.41;425;12
20/06/2025 16:15;20/06/2025 16:30;1861;0;164;2;47.36;151.00;114;0
20/06/2025 16:30;20/06/2025 16:45;1435;0;354;0;99.77;151.00;279;0
20/06/2025 16:45;20/06/2025 17:00;1566;0;787;0;110.72;151.00;680;0
20/06/2025 17:00;20/06/2025 17:15;1038;0;315;39;71.90;93.77;254;23
20/06/2025 17:15;20/06/2025 17:30;237;1;202;176;60.69;51.83;41;284
20/06/2025 17:30;20/06/2025 17:45;677;0;52;25;50.35;75.11;4;155
20/06/2025 17:45;20/06/2025 18:00;612;0;178;20;51.01;142.18;66;40
20/06/2025 18:00;20/06/2025 18:15;90;239;176;317;71.02;60.78;1;493
20/06/2025 18:15;20/06/2025 18:30;0;655;10;466;-5.80;53.75;0;580
20/06/2025 18:30;20/06/2025 18:45;1;331;1;292;18.15;70.07;1;413
20/06/2025 18:45;20/06/2025 19:00;198;5;77;129;47.25;101.46;48;68
20/06/2025 19:00;20/06/2025 19:15;30;321;160;158;60.09;91.54;37;336
20/06/2025 19:15;20/06/2025 19:30;0;515;1;373;75.50;82.78;2;493
20/06/2025 19:30;20/06/2025 19:45;208;5;93;122;47.39;99.90;85;21
20/06/2025 19:45;20/06/2025 20:00;915;0;776;0;128.17;151.00;658;0
20/06/2025 20:00;20/06/2025 20:15;817;0;332;37;79.99;143.94;195;54
